,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
2435,Magda,3528304,São Paulo,28,0.00032,0
2436,Mairiporã,3528502,São Paulo,5,6e-05,0
2437,Manduri,3528601,São Paulo,203,0.00231,0
2438,Maracaí,3528809,São Paulo,35,0.0004,0
2439,Mariápolis,3528908,São Paulo,2,2e-05,0
2440,Marília,3529005,São Paulo,17653,0.20106,0
2441,Martinópolis,3529203,São Paulo,145,0.00165,0
2442,Matão,3529302,São Paulo,846,0.00964,0
2443,Mauá,3529401,São Paulo,1,1e-05,1
2444,Mendonça,3529500,São Paulo,14,0.00016,0
2445,Mesópolis,3529658,São Paulo,117,0.00133,0
2446,Miguelópolis,3529708,São Paulo,20,0.00023,0
2447,Mineiros do Tietê,3529807,São Paulo,61,0.00069,0
2448,Miracatu,3529906,São Paulo,470,0.00535,0
2449,Mira Estrela,3530003,São Paulo,42,0.00048,0
2450,Mirandópolis,3530102,São Paulo,308,0.00351,0
2451,Mirante do Paranapanema,3530201,São Paulo,1446,0.01647,0
2452,Mirassol,3530300,São Paulo,1327,0.01511,0
2453,Mirassolândia,3530409,São Paulo,34,0.00039,0
2454,Mococa,3530508,São Paulo,298,0.00339,0
2455,Mogi das Cruzes,3530607,São Paulo,1849,0.02106,1
2456,Mogi Guaçu,3530706,São Paulo,55,0.00063,0
2457,Mogi Mirim,3530805,São Paulo,216,0.00246,0
2458,Mombuca,3530904,São Paulo,40,0.00046,0
2459,Mongaguá,3531100,São Paulo,107,0.00122,0
2460,Monte Alto,3531308,São Paulo,1498,0.01706,0
2461,Monte Aprazível,3531407,São Paulo,501,0.00571,0
2462,Monte Azul Paulista,3531506,São Paulo,5,6e-05,0
2463,Monte Castelo,3531605,São Paulo,12,0.00014,0
2464,Monte Mor,3531803,São Paulo,1,1e-05,0
2465,Morro Agudo,3531902,São Paulo,580,0.00661,0
2466,Morungaba,3532009,São Paulo,2,2e-05,0
2467,Murutinga do Sul,3532108,São Paulo,1,1e-05,0
2468,Nantes,3532157,São Paulo,5,6e-05,0
2469,Natividade da Serra,3532306,São Paulo,69,0.00079,0
2470,Nazaré Paulista,3532405,São Paulo,2,2e-05,0
2471,Neves Paulista,3532504,São Paulo,11,0.00013,0
2472,Nhandeara,3532603,São Paulo,101,0.00115,0
2473,Nova Aliança,3532801,São Paulo,21,0.00024,0
2474,Nova Europa,3532900,São Paulo,96,0.00109,0
2475,Nova Granada,3533007,São Paulo,713,0.00812,0
2476,Nova Guataporanga,3533106,São Paulo,48,0.00055,0
2477,Nova Independência,3533205,São Paulo,1,1e-05,0
2478,Novais,3533254,São Paulo,7,8e-05,0
2479,Nova Luzitânia,3533304,São Paulo,426,0.00485,0
2480,Nova Odessa,3533403,São Paulo,2,2e-05,0
2481,Novo Horizonte,3533502,São Paulo,327,0.00372,0
2482,Olímpia,3533908,São Paulo,1027,0.0117,0
2483,Oriente,3534104,São Paulo,5,6e-05,0
2484,Orindiúva,3534203,São Paulo,549,0.00625,0
2485,Orlândia,3534302,São Paulo,1367,0.01557,0
2486,Osasco,3534401,São Paulo,5251,0.05981,1
2487,Oscar Bressane,3534500,São Paulo,5,6e-05,0
2488,Osvaldo Cruz,3534609,São Paulo,2589,0.02949,0
2489,Ourinhos,3534708,São Paulo,11403,0.12987,0
2490,Ouroeste,3534757,São Paulo,378,0.00431,0
2491,Ouro Verde,3534807,São Paulo,1,1e-05,0
2492,Pacaembu,3534906,São Paulo,22,0.00025,0
2493,Palestina,3535002,São Paulo,105,0.0012,0
2494,Palmares Paulista,3535101,São Paulo,62,0.00071,0
2495,Palmeira d'Oeste,3535200,São Paulo,74,0.00084,0
2496,Panorama,3535408,São Paulo,126,0.00144,0
2497,Paraguaçu Paulista,3535507,São Paulo,1962,0.02235,0
2498,Paraibuna,3535606,São Paulo,9,0.0001,0
2499,Paraíso,3535705,São Paulo,1,1e-05,0
2500,Paranapanema,3535804,São Paulo,1,1e-05,0
2501,Paranapuã,3535903,São Paulo,294,0.00335,0
2502,Parapuã,3536000,São Paulo,2093,0.02384,0
2503,Pariquera-Açu,3536208,São Paulo,324,0.00369,0
2504,Patrocínio Paulista,3536307,São Paulo,31,0.00035,0
2505,Paulicéia,3536406,São Paulo,2,2e-05,0
2506,Paulo de Faria,3536604,São Paulo,444,0.00506,0
2507,Pederneiras,3536703,São Paulo,252,0.00287,0
2508,Pedra Bela,3536802,São Paulo,13,0.00015,0
2509,Pedregulho,3537008,São Paulo,56,0.00064,0
2510,Pedreira,3537107,São Paulo,1,1e-05,0
2511,Pedro de Toledo,3537206,São Paulo,7,8e-05,0
2512,Penápolis,3537305,São Paulo,3522,0.04011,0
2513,Pereira Barreto,3537404,São Paulo,1038,0.01182,0
2514,Pereiras,3537503,São Paulo,20,0.00023,0
2515,Peruíbe,3537602,São Paulo,718,0.00818,0
2516,Piacatu,3537701,São Paulo,8,9e-05,0
2517,Piedade,3537800,São Paulo,927,0.01056,0
2518,Pilar do Sul,3537909,São Paulo,334,0.0038,0
2519,Pindamonhangaba,3538006,São Paulo,290,0.0033,0
2520,Pindorama,3538105,São Paulo,484,0.00551,0
2521,Pinhalzinho,3538204,São Paulo,1431,0.0163,0
2522,Piquerobi,3538303,São Paulo,10,0.00011,0
2523,Piracaia,3538600,São Paulo,88,0.001,0
2524,Piracicaba,3538709,São Paulo,11839,0.13484,0
2525,Piraju,3538808,São Paulo,695,0.00792,0
2526,Pirajuí,3538907,São Paulo,221,0.00252,0
2527,Pirangi,3539004,São Paulo,18,0.00021,0
2528,Pirapora do Bom Jesus,3539103,São Paulo,3037,0.03459,0
2529,Pirapozinho,3539202,São Paulo,2225,0.02534,0
2530,Pirassununga,3539301,São Paulo,552,0.00629,0
2531,Piratininga,3539400,São Paulo,6,7e-05,0
2532,Pitangueiras,3539509,São Paulo,35,0.0004,0
2533,Planalto,3539608,São Paulo,14,0.00016,0
2534,Poloni,3539905,São Paulo,7,8e-05,0
2535,Pompéia,3540002,São Paulo,28,0.00032,0
2536,Pontes Gestal,3540309,São Paulo,45,0.00051,0
2537,Populina,3540408,São Paulo,39,0.00044,0
2538,Porangaba,3540507,São Paulo,92,0.00105,0
2539,Porto Feliz,3540606,São Paulo,262,0.00298,0
2540,Porto Ferreira,3540705,São Paulo,130,0.00148,0
2541,Potirendaba,3540804,São Paulo,1406,0.01601,0
2542,Pradópolis,3540903,São Paulo,1,1e-05,0
2543,Praia Grande,3541000,São Paulo,904,0.0103,0
2544,Presidente Alves,3541109,São Paulo,1,1e-05,0
2545,Presidente Bernardes,3541208,São Paulo,1160,0.01321,0
2546,Presidente Epitácio,3541307,São Paulo,1465,0.01669,0
2547,Presidente Prudente,3541406,São Paulo,49406,0.56271,0
2548,Presidente Venceslau,3541505,São Paulo,1872,0.02132,0
2549,Promissão,3541604,São Paulo,10,0.00011,0
2550,Quadra,3541653,São Paulo,4,5e-05,0
2551,Quatá,3541703,São Paulo,3,3e-05,0
2552,Queluz,3541901,São Paulo,1042,0.01187,0
2553,Rancharia,3542206,São Paulo,386,0.0044,0
2554,Redenção da Serra,3542305,São Paulo,71,0.00081,0
2555,Regente Feijó,3542404,São Paulo,5,6e-05,0
2556,Registro,3542602,São Paulo,1080,0.0123,0
2557,Ribeira,3542800,São Paulo,1438,0.01638,0
2558,Ribeirão Bonito,3542909,São Paulo,10,0.00011,0
2559,Ribeirão Pires,3543303,São Paulo,1,1e-05,0
2560,Ribeirão Preto,3543402,São Paulo,38401,0.43737,1
2561,Rifaina,3543600,São Paulo,23,0.00026,0
2562,Rincão,3543709,São Paulo,1431,0.0163,0
2563,Rinópolis,3543808,São Paulo,178,0.00203,0
2564,Rio Claro,3543907,São Paulo,3430,0.03907,0
2565,Rio das Pedras,3544004,São Paulo,3,3e-05,0
2566,Riolândia,3544202,São Paulo,36,0.00041,0
2567,Rosana,3544251,São Paulo,170,0.00194,0
2568,Roseira,3544301,São Paulo,1,1e-05,0
2569,Sagres,3544707,São Paulo,5,6e-05,0
2570,Sales Oliveira,3544905,São Paulo,57,0.00065,0
2571,Salto,3545209,São Paulo,54,0.00062,0
2572,Salto de Pirapora,3545308,São Paulo,3,3e-05,0
2573,Salto Grande,3545407,São Paulo,28,0.00032,0
2574,Santa Adélia,3545605,São Paulo,19,0.00022,0
2575,Santa Albertina,3545704,São Paulo,32,0.00036,0
2576,Santa Bárbara d'Oeste,3545803,São Paulo,53,0.0006,0
2577,Santa Cruz da Esperança,3546256,São Paulo,1,1e-05,0
2578,Santa Cruz do Rio Pardo,3546405,São Paulo,556,0.00633,0
2579,Santa Ernestina,3546504,São Paulo,5,6e-05,0
2580,Santa Fé do Sul,3546603,São Paulo,3536,0.04027,0
2581,Santa Isabel,3546801,São Paulo,3235,0.03684,0
2582,Santa Rita d'Oeste,3547403,São Paulo,6,7e-05,0
2583,Santa Rosa de Viterbo,3547601,São Paulo,34,0.00039,0
2584,Santo Anastácio,3547700,São Paulo,1523,0.01735,0
2585,Santo André,3547809,São Paulo,1137,0.01295,1
2586,Santo Antônio do Aracanguá,3548054,São Paulo,62,0.00071,0
2587,Santo Antônio do Jardim,3548104,São Paulo,1,1e-05,0
2588,Santo Antônio do Pinhal,3548203,São Paulo,15,0.00017,0
2589,Santo Expedito,3548302,São Paulo,15,0.00017,0
2590,Santópolis do Aguapeí,3548401,São Paulo,16,0.00018,0
2591,Santos,3548500,São Paulo,3957,0.04507,1
2592,São Bento do Sapucaí,3548609,São Paulo,15,0.00017,0
2593,São Bernardo do Campo,3548708,São Paulo,2121,0.02416,1
2594,São Caetano do Sul,3548807,São Paulo,160,0.00182,0
2595,São Carlos,3548906,São Paulo,1545,0.0176,0
2596,São Francisco,3549003,São Paulo,27,0.00031,0
2597,São João da Boa Vista,3549102,São Paulo,189,0.00215,0
2598,São João do Pau d'Alho,3549300,São Paulo,4,5e-05,0
2599,São Joaquim da Barra,3549409,São Paulo,1054,0.012,0
2600,São José da Bela Vista,3549508,São Paulo,3,3e-05,0
2601,São José do Barreiro,3549607,São Paulo,9,0.0001,0
2602,São José do Rio Pardo,3549706,São Paulo,12,0.00014,0
2603,São José do Rio Preto,3549805,São Paulo,57144,0.65084,1
2604,São José dos Campos,3549904,São Paulo,13769,0.15682,0
2605,São Luiz do Paraitinga,3550001,São Paulo,93,0.00106,0
2606,São Manuel,3550100,São Paulo,471,0.00536,0
2607,São Miguel Arcanjo,3550209,São Paulo,110,0.00125,0
2608,São Paulo,3550308,São Paulo,474158,5.4004,1
2609,São Pedro,3550407,São Paulo,186,0.00212,0
2610,São Roque,3550605,São Paulo,1759,0.02003,0
2611,São Sebastião,3550704,São Paulo,5,6e-05,0
2612,São Simão,3550902,São Paulo,21,0.00024,0
2613,São Vicente,3551009,São Paulo,252,0.00287,0
2614,Sarutaiá,3551207,São Paulo,100,0.00114,0
2615,Sebastianópolis do Sul,3551306,São Paulo,1,1e-05,0
2616,Serra Negra,3551603,São Paulo,44,0.0005,0
2617,Sertãozinho,3551702,São Paulo,149,0.0017,0
2618,Severínia,3551900,São Paulo,110,0.00125,0
2619,Silveiras,3552007,São Paulo,19,0.00022,0
2620,Socorro,3552106,São Paulo,18,0.00021,0
2621,Sorocaba,3552205,São Paulo,10883,0.12395,1
2622,Sud Mennucci,3552304,São Paulo,3,3e-05,0
2623,Sumaré,3552403,São Paulo,27,0.00031,0
2624,Suzano,3552502,São Paulo,3,3e-05,0
2625,Tabapuã,3552601,São Paulo,2,2e-05,0
2626,Tabatinga,3552700,São Paulo,15,0.00017,0
2627,Tanabi,3553401,São Paulo,1516,0.01727,0
2628,Tapiratiba,3553609,São Paulo,8,9e-05,0
2629,Taquaritinga,3553708,São Paulo,307,0.0035,0
2630,Taquarituba,3553807,São Paulo,28,0.00032,0
2631,Taquarivaí,3553856,São Paulo,54,0.00062,0
2632,Tarabai,3553906,São Paulo,2,2e-05,0
2633,Tarumã,3553955,São Paulo,34,0.00039,0
2634,Tatuí,3554003,São Paulo,3010,0.03428,0
2635,Taubaté,3554102,São Paulo,8757,0.09974,1
2636,Teodoro Sampaio,3554300,São Paulo,731,0.00833,0
2637,Terra Roxa,3554409,São Paulo,20,0.00023,0
2638,Tietê,3554508,São Paulo,591,0.00673,0
2639,Torrinha,3554706,São Paulo,115,0.00131,0
2640,Tremembé,3554805,São Paulo,1,1e-05,0
2641,Tupã,3555000,São Paulo,3052,0.03476,0
2642,Tupi Paulista,3555109,São Paulo,1025,0.01167,0
2643,Turiúba,3555208,São Paulo,43,0.00049,0
2644,Turmalina,3555307,São Paulo,3,3e-05,0
2645,Ubarana,3555356,São Paulo,3,3e-05,0
2646,Ubatuba,3555406,São Paulo,123,0.0014,0
2647,Ubirajara,3555505,São Paulo,7,8e-05,0
2648,Uchoa,3555604,São Paulo,3,3e-05,0
2649,Urânia,3555802,São Paulo,42,0.00048,0
2650,Urupês,3556008,São Paulo,401,0.00457,0
2651,Valparaíso,3556305,São Paulo,81,0.00092,0
2652,Vargem,3556354,São Paulo,12,0.00014,0
2653,Vargem Grande do Sul,3556404,São Paulo,4,5e-05,0
2654,Vinhedo,3556701,São Paulo,334,0.0038,0
2655,Viradouro,3556800,São Paulo,21,0.00024,0
2656,Vista Alegre do Alto,3556909,São Paulo,2,2e-05,0
2657,Vitória Brasil,3556958,São Paulo,9,0.0001,0
2658,Votuporanga,3557105,São Paulo,2842,0.03237,0
2659,Zacarias,3557154,São Paulo,23,0.00026,0
2660,Chavantes,3557204,São Paulo,260,0.00296,0
2661,Abatiá,4100103,Paraná,739,0.00842,0
2662,Agudos do Sul,4100301,Paraná,492,0.0056,0
2663,Altônia,4100509,Paraná,611,0.00696,0
2664,Alto Paraná,4100608,Paraná,3692,0.04205,0
2665,Alto Piquiri,4100707,Paraná,185,0.00211,0
2666,Alvorada do Sul,4100806,Paraná,10,0.00011,0
2667,Amaporã,4100905,Paraná,173,0.00197,0
2668,Ampére,4101002,Paraná,4170,0.04749,0
2669,Andirá,4101101,Paraná,1551,0.01767,0
2670,Ângulo,4101150,Paraná,127,0.00145,0
2671,Antonina,4101200,Paraná,650,0.0074,0
2672,Antônio Olinto,4101309,Paraná,1,1e-05,0
2673,Apucarana,4101408,Paraná,16239,0.18495,1
2674,Arapongas,4101507,Paraná,3972,0.04524,0
2675,Arapoti,4101606,Paraná,839,0.00956,0
2676,Araucária,4101804,Paraná,197,0.00224,0
2677,Assaí,4101903,Paraná,1923,0.0219,0
2678,Assis Chateaubriand,4102000,Paraná,4862,0.05538,0
2679,Astorga,4102109,Paraná,400,0.00456,0
2680,Atalaia,4102208,Paraná,169,0.00192,0
2681,Bandeirantes,4102406,Paraná,3950,0.04499,0
2682,Barbosa Ferraz,4102505,Paraná,1774,0.0202,0
2683,Barracão,4102604,Paraná,10958,0.12481,0
2684,Barra do Jacaré,4102703,Paraná,1,1e-05,0
2685,Bela Vista do Paraíso,4102802,Paraná,2003,0.02281,0
2686,Bituruna,4102901,Paraná,172,0.00196,0
2687,Bom Sucesso,4103206,Paraná,299,0.00341,0
2688,Borrazópolis,4103305,Paraná,544,0.0062,0
2689,Braganey,4103354,Paraná,165,0.00188,0
2690,Brasilândia do Sul,4103370,Paraná,15,0.00017,0
2691,Cafeara,4103404,Paraná,890,0.01014,0
2692,Cafelândia,4103453,Paraná,212,0.00241,0
2693,Cafezal do Sul,4103479,Paraná,580,0.00661,0
2694,Califórnia,4103503,Paraná,239,0.00272,0
2695,Cambará,4103602,Paraná,50,0.00057,0
2696,Cambé,4103701,Paraná,39,0.00044,1
2697,Cambira,4103800,Paraná,129,0.00147,0
2698,Campina da Lagoa,4103909,Paraná,1351,0.01539,0
2699,Campina Grande do Sul,4104006,Paraná,1413,0.01609,0
2700,Campo Bonito,4104055,Paraná,3,3e-05,0
2701,Campo do Tenente,4104105,Paraná,329,0.00375,0
2702,Campo Largo,4104204,Paraná,1426,0.01624,1
2703,Campo Mourão,4104303,Paraná,15061,0.17154,1
2704,Cândido de Abreu,4104402,Paraná,1315,0.01498,0
2705,Candói,4104428,Paraná,2609,0.02972,0
2706,Cantagalo,4104451,Paraná,1273,0.0145,0
2707,Capanema,4104501,Paraná,1175,0.01338,0
2708,Capitão Leônidas Marques,4104600,Paraná,1149,0.01309,0
2709,Carlópolis,4104709,Paraná,79,0.0009,0
2710,Cascavel,4104808,Paraná,74390,0.84726,1
2711,Castro,4104907,Paraná,1291,0.0147,1
2712,Catanduvas,4105003,Paraná,166,0.00189,0
2713,Centenário do Sul,4105102,Paraná,393,0.00448,0
2714,Cerro Azul,4105201,Paraná,2270,0.02585,0
2715,Céu Azul,4105300,Paraná,1315,0.01498,0
2716,Chopinzinho,4105409,Paraná,1389,0.01582,0
2717,Cianorte,4105508,Paraná,15357,0.17491,1
2718,Cidade Gaúcha,4105607,Paraná,1153,0.01313,0
2719,Clevelândia,4105706,Paraná,1636,0.01863,0
2720,Colorado,4105904,Paraná,1214,0.01383,0
2721,Congonhinhas,4106001,Paraná,139,0.00158,0
2722,Conselheiro Mairinck,4106100,Paraná,20,0.00023,0
2723,Corbélia,4106308,Paraná,2846,0.03241,0
2724,Cornélio Procópio,4106407,Paraná,3929,0.04475,1
2725,Coronel Vivida,4106506,Paraná,4123,0.04696,0
2726,Corumbataí do Sul,4106555,Paraná,28,0.00032,0
2727,Cruzeiro do Oeste,4106605,Paraná,546,0.00622,0
2728,Cruzeiro do Sul,4106704,Paraná,984,0.01121,0
2729,Cruz Machado,4106803,Paraná,190,0.00216,0
2730,Cruzmaltina,4106852,Paraná,33,0.00038,0
2731,Curitiba,4106902,Paraná,118677,1.35167,1
2732,Curiúva,4107009,Paraná,1687,0.01921,0
2733,Diamante do Norte,4107108,Paraná,404,0.0046,0
2734,Diamante D'Oeste,4107157,Paraná,47,0.00054,0
2735,Dois Vizinhos,4107207,Paraná,4700,0.05353,0
2736,Douradina,4107256,Paraná,12,0.00014,0
2737,Doutor Camargo,4107306,Paraná,118,0.00134,0
2738,Enéas Marques,4107405,Paraná,596,0.00679,0
2739,Engenheiro Beltrão,4107504,Paraná,2017,0.02297,0
2740,Entre Rios do Oeste,4107538,Paraná,301,0.00343,0
2741,Farol,4107553,Paraná,3,3e-05,0
2742,Faxinal,4107603,Paraná,3686,0.04198,0
2743,Fazenda Rio Grande,4107652,Paraná,628,0.00715,0
2744,Fênix,4107702,Paraná,16,0.00018,0
2745,Fernandes Pinheiro,4107736,Paraná,146,0.00166,0
2746,Figueira,4107751,Paraná,22,0.00025,0
2747,Floraí,4107801,Paraná,60,0.00068,0
2748,Flor da Serra do Sul,4107850,Paraná,315,0.00359,0
2749,Floresta,4107900,Paraná,353,0.00402,0
2750,Florestópolis,4108007,Paraná,83,0.00095,0
2751,Flórida,4108106,Paraná,11,0.00013,0
2752,Formosa do Oeste,4108205,Paraná,319,0.00363,0
2753,Foz do Iguaçu,4108304,Paraná,7936,0.09039,1
2754,Francisco Alves,4108320,Paraná,9,0.0001,0
2755,Francisco Beltrão,4108403,Paraná,21941,0.2499,1
2756,Foz do Jordão,4108452,Paraná,15,0.00017,0
2757,General Carneiro,4108502,Paraná,630,0.00718,0
2758,Goioerê,4108601,Paraná,722,0.00822,0
2759,Grandes Rios,4108700,Paraná,27,0.00031,0
2760,Guaíra,4108809,Paraná,8650,0.09852,0
2761,Guairaçá,4108908,Paraná,205,0.00233,0
2762,Guamiranga,4108957,Paraná,67,0.00076,0
2763,Guapirama,4109005,Paraná,7,8e-05,0
2764,Guaraci,4109203,Paraná,59,0.00067,0
2765,Guaraniaçu,4109302,Paraná,2011,0.0229,0
2766,Guarapuava,4109401,Paraná,11951,0.13612,1
2767,Guaraqueçaba,4109500,Paraná,5,6e-05,0
2768,Guaratuba,4109609,Paraná,91,0.00104,0
2769,Ibaiti,4109708,Paraná,2138,0.02435,0
2770,Ibema,4109757,Paraná,198,0.00226,0
2771,Ibiporã,4109807,Paraná,858,0.00977,0
2772,Icaraíma,4109906,Paraná,158,0.0018,0
2773,Iguaraçu,4110003,Paraná,7,8e-05,0
2774,Iguatu,4110052,Paraná,57,0.00065,0
2775,Imbaú,4110078,Paraná,353,0.00402,0
2776,Imbituva,4110102,Paraná,1042,0.01187,0
2777,Inácio Martins,4110201,Paraná,292,0.00333,0
2778,Inajá,4110300,Paraná,74,0.00084,0
2779,Indianópolis,4110409,Paraná,234,0.00267,0
2780,Ipiranga,4110508,Paraná,57,0.00065,0
2781,Iporã,4110607,Paraná,481,0.00548,0
2782,Iracema do Oeste,4110656,Paraná,9,0.0001,0
2783,Irati,4110706,Paraná,2201,0.02507,1
2784,Iretama,4110805,Paraná,303,0.00345,0
2785,Itaguajé,4110904,Paraná,70,0.0008,0
2786,Itaipulândia,4110953,Paraná,499,0.00568,0
2787,Itapejara d'Oeste,4111209,Paraná,265,0.00302,0
2788,Ivaí,4111407,Paraná,198,0.00226,0
2789,Ivaiporã,4111506,Paraná,5729,0.06525,1
2790,Ivaté,4111555,Paraná,49,0.00056,0
2791,Jaboti,4111704,Paraná,40,0.00046,0
2792,Jacarezinho,4111803,Paraná,662,0.00754,1
2793,Jaguapitã,4111902,Paraná,489,0.00557,0
2794,Jaguariaíva,4112009,Paraná,289,0.00329,0
2795,Jandaia do Sul,4112108,Paraná,5595,0.06372,0
2796,Janiópolis,4112207,Paraná,6,7e-05,0
2797,Japira,4112306,Paraná,100,0.00114,0
2798,Japurá,4112405,Paraná,44,0.0005,0
2799,Jardim Alegre,4112504,Paraná,409,0.00466,0
2800,Jataizinho,4112702,Paraná,238,0.00271,0
2801,Jesuítas,4112751,Paraná,262,0.00298,0
2802,Joaquim Távora,4112801,Paraná,226,0.00257,0
2803,Jussara,4113007,Paraná,123,0.0014,0
2804,Kaloré,4113106,Paraná,26,0.0003,0
2805,Lapa,4113205,Paraná,1207,0.01375,0
2806,Laranjal,4113254,Paraná,1153,0.01313,0
2807,Laranjeiras do Sul,4113304,Paraná,4189,0.04771,0
2808,Lidianópolis,4113429,Paraná,54,0.00062,0
2809,Lindoeste,4113452,Paraná,7,8e-05,0
2810,Loanda,4113502,Paraná,7200,0.082,0
2811,Lobato,4113601,Paraná,4,5e-05,0
2812,Londrina,4113700,Paraná,38356,0.43685,1
2813,Lunardelli,4113759,Paraná,1,1e-05,0
2814,Lupionópolis,4113809,Paraná,76,0.00087,0
2815,Mallet,4113908,Paraná,16,0.00018,0
2816,Mamborê,4114005,Paraná,35,0.0004,0
2817,Mandaguaçu,4114104,Paraná,3053,0.03477,0
2818,Mandaguari,4114203,Paraná,1284,0.01462,0
2819,Mandirituba,4114302,Paraná,210,0.00239,0
2820,Manfrinópolis,4114351,Paraná,176,0.002,0
2821,Manoel Ribas,4114500,Paraná,84,0.00096,0
2822,Marechal Cândido Rondon,4114609,Paraná,5989,0.06821,0
2823,Maria Helena,4114708,Paraná,289,0.00329,0
2824,Marialva,4114807,Paraná,252,0.00287,0
2825,Marilândia do Sul,4114906,Paraná,78,0.00089,0
2826,Mariluz,4115101,Paraná,6,7e-05,0
2827,Maringá,4115200,Paraná,44616,0.50815,1
2828,Mariópolis,4115309,Paraná,223,0.00254,0
2829,Maripá,4115358,Paraná,12,0.00014,0
2830,Marmeleiro,4115408,Paraná,445,0.00507,0
2831,Marumbi,4115507,Paraná,18,0.00021,0
2832,Matelândia,4115606,Paraná,1109,0.01263,0
2833,Matinhos,4115705,Paraná,35,0.0004,0
2834,Mauá da Serra,4115754,Paraná,164,0.00187,0
2835,Medianeira,4115804,Paraná,5361,0.06106,0
2836,Mercedes,4115853,Paraná,78,0.00089,0
2837,Miraselva,4116000,Paraná,60,0.00068,0
2838,Missal,4116059,Paraná,46,0.00052,0
2839,Moreira Sales,4116109,Paraná,7,8e-05,0
2840,Morretes,4116208,Paraná,29,0.00033,0
2841,Nossa Senhora das Graças,4116406,Paraná,17,0.00019,0
2842,Nova Aurora,4116703,Paraná,135,0.00154,0
2843,Nova Cantu,4116802,Paraná,66,0.00075,0
2844,Nova Esperança,4116901,Paraná,3967,0.04518,0
2845,Nova Esperança do Sudoeste,4116950,Paraná,300,0.00342,0
2846,Nova Fátima,4117008,Paraná,109,0.00124,0
2847,Nova Laranjeiras,4117057,Paraná,175,0.00199,0
2848,Nova Londrina,4117107,Paraná,339,0.00386,0
2849,Nova Olímpia,4117206,Paraná,109,0.00124,0
2850,Nova Santa Bárbara,4117214,Paraná,18,0.00021,0
2851,Nova Prata do Iguaçu,4117255,Paraná,122,0.00139,0
2852,Novo Itacolomi,4117297,Paraná,1,1e-05,0
2853,Ortigueira,4117305,Paraná,13,0.00015,0
2854,Ourizona,4117404,Paraná,3,3e-05,0
2855,Ouro Verde do Oeste,4117453,Paraná,196,0.00223,0
2856,Paiçandu,4117503,Paraná,1,1e-05,0
2857,Palmas,4117602,Paraná,2272,0.02588,0
2858,Palmeira,4117701,Paraná,911,0.01038,0
2859,Palmital,4117800,Paraná,707,0.00805,0
2860,Palotina,4117909,Paraná,243,0.00277,0
2861,Paraíso do Norte,4118006,Paraná,195,0.00222,0
2862,Paranacity,4118105,Paraná,366,0.00417,0
2863,Paranaguá,4118204,Paraná,349,0.00397,1
2864,Paranapoema,4118303,Paraná,2,2e-05,0
2865,Paranavaí,4118402,Paraná,3084,0.03513,1
2866,Pato Bragado,4118451,Paraná,1,1e-05,0
2867,Pato Branco,4118501,Paraná,11561,0.13167,1
2868,Paulo Frontin,4118709,Paraná,35,0.0004,0
2869,Peabiru,4118808,Paraná,225,0.00256,0
2870,Perobal,4118857,Paraná,172,0.00196,0
2871,Pérola,4118907,Paraná,599,0.00682,0
2872,Pérola d'Oeste,4119004,Paraná,1668,0.019,0
2873,Pinhalão,4119202,Paraná,60,0.00068,0
2874,Pinhão,4119301,Paraná,96,0.00109,0
2875,Piraí do Sul,4119400,Paraná,11,0.00013,0
2876,Pitanga,4119608,Paraná,4237,0.04826,0
2877,Planaltina do Paraná,4119707,Paraná,16,0.00018,0
2878,Planalto,4119806,Paraná,89,0.00101,0
2879,Ponta Grossa,4119905,Paraná,22676,0.25827,1
2880,Porecatu,4120002,Paraná,1642,0.0187,0
2881,Porto Rico,4120200,Paraná,24,0.00027,0
2882,Prado Ferreira,4120333,Paraná,24,0.00027,0
2883,Pranchita,4120358,Paraná,22,0.00025,0
2884,Presidente Castelo Branco,4120408,Paraná,26,0.0003,0
2885,Prudentópolis,4120606,Paraná,624,0.00711,0
2886,Quarto Centenário,4120655,Paraná,148,0.00169,0
